ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME
10398,28,57.5,1611.4,3/30/2005 0:00 ,Shipped   ,1,3,2005,Planes      ,S24_2841,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10400,24,61.7,1479.8,4/1/2005 0:00  ,Shipped   ,2,4,2005,Planes      ,S24_2841,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10415,21,67.8,1424.2,5/9/2005 0:00  ,Disputed  ,2,5,2005,Planes      ,S24_2841,"Australian Collectables, Ltd  ",61-9-3844-6555  ,7 Allen Street                          ,Glen Waverly  ,Victoria  ,3150    ,Australia    ,Connery   ,Sean     
10110,46,100,5942.3,3/18/2003 0:00 ,Shipped   ,1,3,2003,Classic Cars,S24_2887,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10124,25,94,2348.8,5/21/2003 0:00 ,Shipped   ,2,5,2003,Classic Cars,S24_2887,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10148,34,100,4392.1,9/11/2003 0:00 ,Shipped   ,3,9,2003,Classic Cars,S24_2887,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10161,25,100,2759.8,10/17/2003 0:00,Shipped   ,4,10,2003,Classic Cars,S24_2887,Heintze Collectables          ,86 21 3555      ,Smagsloget 45                           ,?rhus         ,,8200    ,Denmark      ,Ibsen     ,Palle    
10173,23,100,2728,11/5/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S24_2887,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10182,20,100,2395.8,11/12/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2887,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10192,23,100,3052.3,11/20/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2887,Online Diecast Creations Co.  ,6035558647      ,2304 Long Airport Avenue                ,Nashua        ,NH        ,62005   ,USA          ,Young     ,Valarie  
10204,42,100,4242,12/2/2003 0:00 ,Shipped   ,4,12,2003,Classic Cars,S24_2887,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10213,27,100,2790.4,1/22/2004 0:00 ,Shipped   ,1,1,2004,Classic Cars,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555  ,120 Hanover Sq.                         ,London        ,,WA1 1DP ,UK           ,Hardy     ,Thomas   
10227,33,100,4340.5,3/2/2004 0:00  ,Shipped   ,1,3,2004,Classic Cars,S24_2887,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10241,28,98.7,2762.2,4/13/2004 0:00 ,Shipped   ,2,4,2004,Classic Cars,S24_2887,Mini Caravy                   ,88.60.1555      ,"24, place Kl‚ber                        ",Strasbourg    ,,67000   ,France       ,Citeaux   ,Fr�d�riqu
10267,43,100,4645.7,7/7/2004 0:00  ,Shipped   ,3,7,2004,Classic Cars,S24_2887,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10279,48,100,5581,8/9/2004 0:00  ,Shipped   ,3,8,2004,Classic Cars,S24_2887,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10288,48,100,6539,9/1/2004 0:00  ,Shipped   ,3,9,2004,Classic Cars,S24_2887,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10302,45,100,5548.9,10/6/2003 0:00 ,Shipped   ,4,10,2003,Classic Cars,S24_2887,"UK Collectables, Ltd.         ",(171) 555-2282  ,Berkeley Gardens 12  Brewery            ,Liverpool     ,,WX1 6LT ,UK           ,Devon     ,Elizabeth
10311,43,100,4595.4,10/16/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S24_2887,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10332,44,42.3,1859.4,11/17/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S24_2887,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10346,24,87.2,2093.8,11/29/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S24_2887,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10368,31,100,4223.1,1/19/2005 0:00 ,Shipped   ,1,1,2005,Classic Cars,S24_2887,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10380,44,36.3,1596.8,2/16/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S24_2887,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10407,59,98.7,5820.4,4/22/2005 0:00 ,On Hold   ,2,4,2005,Classic Cars,S24_2887,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10420,55,96.3,5296.5,5/29/2005 0:00 ,In Process,2,5,2005,Classic Cars,S24_2887,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10109,29,32.1,930.9,3/10/2003 0:00 ,Shipped   ,1,3,2003,Classic Cars,S24_2972,Motor Mint Distributors Inc.  ,2155559857      ,11328 Douglas Av.                       ,Philadelphia  ,PA        ,71270   ,USA          ,Hernandez ,Rosa     
10122,39,31,1207.4,5/8/2003 0:00  ,Shipped   ,2,5,2003,Classic Cars,S24_2972,Marseille Mini Autos          ,91.24.4555      ,"12, rue des Bouchers                    ",Marseille     ,,13008   ,France       ,Lebihan   ,Laurence 
10135,20,35.9,717.4,7/2/2003 0:00  ,Shipped   ,3,7,2003,Classic Cars,S24_2972,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10147,25,42.7,1066.8,9/5/2003 0:00  ,Shipped   ,3,9,2003,Classic Cars,S24_2972,Collectables For Less Inc.    ,6175558555      ,7825 Douglas Av.                        ,Brickhaven    ,MA        ,58339   ,USA          ,Nelson    ,Allen    
10160,42,37,1554,10/11/2003 0:00,Shipped   ,4,10,2003,Classic Cars,S24_2972,"Men 'R' US Retailers, Ltd.    ",2155554369      ,6047 Douglas Av.                        ,Los Angeles   ,CA        ,,USA          ,Chandler  ,Michael  
10171,36,35.5,1277.6,11/5/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S24_2972,Qu‚bec Home Shopping Network  ,(514) 555-8054  ,43 rue St. Laurent                      ,Montr‚al      ,Qu‚bec    ,H1J 1C3 ,Canada       ,FresniŠre ,Jean     
10181,37,42.7,1578.8,11/12/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2972,Herkku Gifts                  ,+47 2267 3215   ,"Drammen 121, PR 744 Sentrum             ",Bergen        ,,N 5804  ,Norway       ,Oeztan    ,Veysel   
10192,30,30.6,917.7,11/20/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S24_2972,Online Diecast Creations Co.  ,6035558647      ,2304 Long Airport Avenue                ,Nashua        ,NH        ,62005   ,USA          ,Young     ,Valarie  
10203,21,37,777,12/2/2003 0:00 ,Shipped   ,4,12,2003,Classic Cars,S24_2972,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10212,34,43.4,1476.3,1/16/2004 0:00 ,Shipped   ,1,1,2004,Classic Cars,S24_2972,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10225,42,36.6,1538.5,2/22/2004 0:00 ,Shipped   ,1,2,2004,Classic Cars,S24_2972,"Vida Sport, Ltd               ",0897-034555     ,Grenzacherweg 237                       ,GenŠve        ,,1203    ,Switzerland  ,Holz      ,Michael  
10239,20,44.6,891.2,4/12/2004 0:00 ,Shipped   ,2,4,2004,Classic Cars,S24_2972,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10253,40,42.7,1706.8,6/1/2004 0:00  ,Cancelled ,2,6,2004,Classic Cars,S24_2972,"UK Collectables, Ltd.         ",(171) 555-2282  ,Berkeley Gardens 12  Brewery            ,Liverpool     ,,WX1 6LT ,UK           ,Devon     ,Elizabeth
10266,34,40.4,1373.6,7/6/2004 0:00  ,Shipped   ,3,7,2004,Classic Cars,S24_2972,L'ordine Souveniers           ,0522-556555     ,Strada Provinciale 124                  ,Reggio Emilia ,,42100   ,Italy        ,Moroni    ,Maurizio 
10278,31,38.9,1205.6,8/6/2004 0:00  ,Shipped   ,3,8,2004,Classic Cars,S24_2972,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10287,36,39.6,1427.4,8/30/2004 0:00 ,Shipped   ,3,8,2004,Classic Cars,S24_2972,"Vida Sport, Ltd               ",0897-034555     ,Grenzacherweg 237                       ,GenŠve        ,,1203    ,Switzerland  ,Holz      ,Michael  
10301,48,34.4,1649.3,10/5/2003 0:00 ,Shipped   ,4,10,2003,Classic Cars,S24_2972,"Norway Gifts By Mail, Co.     ",+47 2212 1555   ,"Drammensveien 126 A, PB 744 Sentrum     ",Oslo          ,,N 0106  ,Norway       ,Klaeboe   ,Jan      
10310,33,41.9,1383,10/16/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S24_2972,"Toms Spezialit„ten, Ltd       ",0221-5554327    ,Mehrheimerstr. 369                      ,K”ln          ,,50739   ,Germany      ,Pfalzheim ,Henriette
10321,37,33.2,1229.5,11/4/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S24_2972,FunGiftIdeas.com              ,5085552555      ,1785 First Street                       ,New Bedford   ,MA        ,50553   ,USA          ,Benitez   ,Violeta  
10331,27,42.2,1140.5,11/17/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S24_2972,Motor Mint Distributors Inc.  ,2155559857      ,11328 Douglas Av.                       ,Philadelphia  ,PA        ,71270   ,USA          ,Hernandez ,Rosa     
10342,39,40.4,1575.6,11/24/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S24_2972,"Australian Collectors, Co.    ",03 9520 4555    ,636 St Kilda Road                       ,Melbourne     ,Victoria  ,3004    ,Australia    ,Ferguson  ,Peter    
10355,36,38.5,1386.7,12/7/2004 0:00 ,Shipped   ,4,12,2004,Classic Cars,S24_2972,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10367,36,100,5018.4,1/12/2005 0:00 ,Resolved  ,1,1,2005,Classic Cars,S24_2972,Toys4GrownUps.com             ,6265557265      ,78934 Hillside Dr.                      ,Pasadena      ,CA        ,90003   ,USA          ,Young     ,Julie    
10378,41,100,5856.9,2/10/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S24_2972,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10390,37,100,4894.7,3/4/2005 0:00  ,Shipped   ,1,3,2005,Classic Cars,S24_2972,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10405,47,44.6,2094.3,4/14/2005 0:00 ,Shipped   ,2,4,2005,Classic Cars,S24_2972,Mini Caravy                   ,88.60.1555      ,"24, place Kl‚ber                        ",Strasbourg    ,,67000   ,France       ,Citeaux   ,Fr�d�riqu
10419,15,42.7,640,5/17/2005 0:00 ,Shipped   ,2,5,2005,Classic Cars,S24_2972,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10105,44,72.6,3193.5,2/11/2003 0:00 ,Shipped   ,1,2,2003,Vintage Cars,S24_3151,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10119,35,87.6,3066.7,4/28/2003 0:00 ,Shipped   ,2,4,2003,Vintage Cars,S24_3151,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10129,41,94.7,3883.1,6/12/2003 0:00 ,Shipped   ,2,6,2003,Vintage Cars,S24_3151,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10142,49,98.2,4814.2,8/8/2003 0:00  ,Shipped   ,3,8,2003,Vintage Cars,S24_3151,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10154,31,91.2,2826.3,10/2/2003 0:00 ,Shipped   ,4,10,2003,Vintage Cars,S24_3151,Boards & Toys Co.             ,3105552373      ,4097 Douglas Av.                        ,Glendale      ,CA        ,92561   ,USA          ,Young     ,Leslie   
10167,20,79.7,1593.2,10/23/2003 0:00,Cancelled ,4,10,2003,Vintage Cars,S24_3151,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10177,45,72.6,3266.1,11/7/2003 0:00 ,Shipped   ,4,11,2003,Vintage Cars,S24_3151,CAF Imports                   ,+34 913 728 555 ,"Merchants House, 27-30 Merchant's Quay  ",Madrid        ,,28023   ,Spain        ,Fernandez ,Jesus    
10185,33,74.3,2453.6,11/14/2003 0:00,Shipped   ,4,11,2003,Vintage Cars,S24_3151,Mini Creations Ltd.           ,5085559555      ,4575 Hillside Dr.                       ,New Bedford   ,MA        ,50553   ,USA          ,Tam       ,Wing C   
10197,47,83.2,3910.4,11/26/2003 0:00,Shipped   ,4,11,2003,Vintage Cars,S24_3151,Enaco Distributors            ,(93) 203 4555   ,"Rambla de Catalu¤a, 23                  ",Barcelona     ,,08022   ,Spain        ,Saavedra  ,Eduardo  
10208,20,89.4,1788,1/2/2004 0:00  ,Shipped   ,1,1,2004,Vintage Cars,S24_3151,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10222,47,70.8,3328.1,2/19/2004 0:00 ,Shipped   ,1,2,2004,Vintage Cars,S24_3151,Collectable Mini Designs Co.  ,7605558146      ,361 Furth Circle                        ,San Diego     ,CA        ,91217   ,USA          ,Thompson  ,Valarie  
10233,40,94.7,3788.4,3/29/2004 0:00 ,Shipped   ,1,3,2004,Vintage Cars,S24_3151,Tekni Collectables Inc.       ,2015559350      ,7476 Moss Rd.                           ,Newark        ,NJ        ,94019   ,USA          ,Brown     ,William  
10248,30,100,3053.7,5/7/2004 0:00  ,Cancelled ,2,5,2004,Vintage Cars,S24_3151,Land of Toys Inc.             ,2125557818      ,897 Long Airport Avenue                 ,NYC           ,NY        ,10022   ,USA          ,Yu        ,Kwai     
10261,22,91.2,2005.7,6/17/2004 0:00 ,Shipped   ,2,6,2004,Vintage Cars,S24_3151,Qu‚bec Home Shopping Network  ,(514) 555-8054  ,43 rue St. Laurent                      ,Montr‚al      ,Qu‚bec    ,H1J 1C3 ,Canada       ,FresniŠre ,Jean     
10273,27,100,2796.1,7/21/2004 0:00 ,Shipped   ,3,7,2004,Vintage Cars,S24_3151,Petit Auto                    ,(02) 5554 67    ,Rue Joseph-Bens 532                     ,Bruxelles     ,,B-1180  ,Belgium      ,Dewey     ,Catherine
10283,34,92.9,3160,8/20/2004 0:00 ,Shipped   ,3,8,2004,Vintage Cars,S24_3151,"Royal Canadian Collectables, L",(604) 555-4555  ,23 Tsawassen Blvd.                      ,Tsawassen     ,BC        ,T2F 8M4 ,Canada       ,Lincoln   ,Elizabeth
10295,46,85,3908.6,9/10/2004 0:00 ,Shipped   ,3,9,2004,Vintage Cars,S24_3151,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
10306,31,84.1,2606.5,10/14/2004 0:00,Shipped   ,4,10,2004,Vintage Cars,S24_3151,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10315,24,86.7,2081.8,10/29/2004 0:00,Shipped   ,4,10,2004,Vintage Cars,S24_3151,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10326,41,85.8,3519.8,11/9/2004 0:00 ,Shipped   ,4,11,2004,Vintage Cars,S24_3151,"Volvo Model Replicas, Co      ",0921-12 3555    ,Berguvsv„gen  8                         ,Lule†         ,,S-958 22,Sweden       ,Berglund  ,Christina
10339,55,100,10758,11/23/2004 0:00,Shipped   ,4,11,2004,Vintage Cars,S24_3151,"Tokyo Collectables, Ltd       ",+81 3 3584 0555 ,2-2-8 Roppongi                          ,Minato-ku     ,Tokyo     ,106-0032,Japan        ,Shimamura ,Akiko    
10350,30,100,3021,12/2/2004 0:00 ,Shipped   ,4,12,2004,Vintage Cars,S24_3151,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10373,33,57.3,1891.6,1/31/2005 0:00 ,Shipped   ,1,1,2005,Vintage Cars,S24_3151,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10384,43,97.9,4208.4,2/23/2005 0:00 ,Shipped   ,1,2,2005,Vintage Cars,S24_3151,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10396,27,83.2,2246.4,3/23/2005 0:00 ,Shipped   ,1,3,2005,Vintage Cars,S24_3151,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10414,60,100,6107.4,5/6/2005 0:00  ,On Hold   ,2,5,2005,Vintage Cars,S24_3151,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
10110,27,73.6,1987.7,3/18/2003 0:00 ,Shipped   ,1,3,2003,Classic Cars,S24_3191,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10124,49,83,4069,5/21/2003 0:00 ,Shipped   ,2,5,2003,Classic Cars,S24_3191,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10148,31,73.6,2282.2,9/11/2003 0:00 ,Shipped   ,3,9,2003,Classic Cars,S24_3191,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10161,20,77,1541,10/17/2003 0:00,Shipped   ,4,10,2003,Classic Cars,S24_3191,Heintze Collectables          ,86 21 3555      ,Smagsloget 45                           ,?rhus         ,,8200    ,Denmark      ,Ibsen     ,Palle    
10172,24,81.3,1951.9,11/5/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S24_3191,Gift Depot Inc.               ,2035552570      ,25593 South Bay Ln.                     ,Bridgewater   ,CT        ,97562   ,USA          ,King      ,Julie    
